-33.430000,-20.010000,1008.450000,-210.000000,-280.000000,-70.000000,253.460000,203.580000,-81.780000
-33.180000,-19.640000,1009.790000,-70.000000,-70.000000,0.000000,254.620000,205.320000,-82.940000
-32.940000,-19.150000,1010.890000,0.000000,-70.000000,0.000000,253.460000,201.260000,-82.940000
-33.430000,-19.030000,1010.890000,-140.000000,140.000000,0.000000,258.680000,206.480000,-82.360000
-33.430000,-19.150000,1011.010000,-210.000000,280.000000,0.000000,255.780000,202.420000,-88.160000
-32.940000,-19.280000,1010.890000,0.000000,140.000000,-280.000000,257.520000,203.000000,-77.720000
-33.060000,-19.280000,1010.530000,280.000000,-70.000000,-210.000000,256.360000,198.360000,-77.720000
-33.310000,-19.280000,1010.650000,70.000000,-140.000000,-280.000000,256.360000,207.060000,-80.040000
-33.180000,-19.150000,1011.260000,0.000000,-70.000000,-420.000000,259.840000,203.000000,-76.560000
-33.060000,-19.400000,1011.010000,140.000000,-210.000000,-210.000000,260.420000,204.160000,-80.040000
-33.180000,-19.400000,1010.530000,-70.000000,-210.000000,-70.000000,259.260000,204.160000,-84.680000
-33.310000,-19.520000,1009.670000,70.000000,70.000000,0.000000,257.520000,203.580000,-73.660000
-33.430000,-19.890000,1009.550000,0.000000,70.000000,0.000000,259.840000,199.520000,-74.240000
-33.310000,-19.760000,1009.310000,-70.000000,280.000000,140.000000,262.740000,199.520000,-83.520000
-33.310000,-19.890000,1009.310000,70.000000,210.000000,210.000000,261.000000,199.520000,-80.620000
-33.310000,-19.890000,1009.180000,70.000000,70.000000,140.000000,256.940000,202.420000,-74.240000
-33.060000,-19.640000,1009.310000,140.000000,70.000000,-210.000000,256.940000,203.580000,-81.780000
-32.940000,-19.640000,1009.790000,70.000000,70.000000,-210.000000,259.260000,205.900000,-80.620000
-32.700000,-19.640000,1009.920000,140.000000,70.000000,-210.000000,259.260000,204.740000,-84.680000
-32.700000,-19.760000,1010.160000,-70.000000,70.000000,-140.000000,256.360000,209.380000,-85.260000
-32.700000,-19.640000,1010.400000,-70.000000,0.000000,-140.000000,259.260000,205.900000,-73.080000
-32.570000,-19.400000,1010.400000,-70.000000,140.000000,-140.000000,253.460000,203.580000,-78.880000
-32.570000,-19.400000,1010.530000,-70.000000,140.000000,-70.000000,255.780000,201.260000,-70.180000
-32.940000,-19.400000,1010.160000,0.000000,140.000000,-70.000000,254.620000,209.380000,-73.080000
-32.820000,-19.400000,1010.280000,-140.000000,140.000000,0.000000,253.460000,203.580000,-81.200000
-32.940000,-19.400000,1010.280000,-210.000000,0.000000,-70.000000,255.200000,207.640000,-76.560000
-32.820000,-19.150000,1009.790000,0.000000,-350.000000,70.000000,255.200000,202.420000,-82.360000
